p sp 100 4989
a 36 2 887
a 36 4 817
a 36 5 452
a 36 6 721
a 36 7 219
a 36 8 765
a 36 9 839
a 36 11 461
a 36 12 348
a 36 16 565
a 36 17 602
a 36 20 542
a 36 23 640
a 36 24 740
a 36 27 720
a 36 28 419
a 36 31 324
a 36 32 50
a 36 33 664
a 36 37 443
a 36 38 929
a 36 41 200
a 36 44 299
a 36 45 951
a 36 46 842
a 36 47 74
a 36 48 962
a 36 49 829
a 36 50 69
a 36 51 608
a 36 52 40
a 36 53 565
a 36 54 541
a 36 55 537
a 36 60 328
a 36 69 665
a 36 71 812
a 36 75 278
a 36 77 880
a 36 78 999
a 36 79 662
a 36 81 546
a 36 84 33
a 36 86 487
a 36 87 432
a 36 89 674
a 36 90 430
a 36 92 228
a 36 93 899
a 36 94 153
a 36 96 326
a 36 98 14
a 36 100 283
a 37 1 335
a 37 3 918
a 37 4 911
a 37 5 689
a 37 8 550
a 37 9 256
a 37 10 685
a 37 11 99
a 37 12 460
a 37 15 962
a 37 16 121
a 37 17 801
a 37 18 296
a 37 20 397
a 37 23 239
a 37 24 430
a 37 25 192
a 37 27 606
a 37 29 615
a 37 31 374
a 37 32 495
a 37 36 274
a 37 39 43
a 37 40 531
a 37 41 994
a 37 42 60
a 37 43 313
a 37 49 138
a 37 50 998
a 37 51 987
a 37 54 93
a 37 56 261
a 37 57 102
a 37 58 692
a 37 60 812
a 37 61 681
a 37 62 370
a 37 65 465
a 37 66 149
a 37 67 112
a 37 70 468
a 37 71 44
a 37 73 721
a 37 76 753
a 37 78 356
a 37 83 222
a 37 84 26
a 37 85 215
a 37 86 212
a 37 87 231
a 37 89 641
a 37 94 961
a 37 95 600
a 37 96 789
a 37 97 811
a 37 98 20
a 38 1 531
a 38 3 287
a 38 4 410
a 38 5 130
a 38 6 144
a 38 10 553
a 38 11 872
a 38 12 943
a 38 13 437
a 38 15 508
a 38 16 61
a 38 19 829
a 38 21 961
a 38 26 610
a 38 29 643
a 38 31 340
a 38 32 557
a 38 33 104
a 38 35 676
a 38 37 962
a 38 39 118
a 38 40 369
a 38 43 906
a 38 45 50
a 38 49 399
a 38 55 38
a 38 57 982
a 38 59 364
a 38 63 529
a 38 64 656
a 38 65 308
a 38 67 587
a 38 72 92
a 38 75 835
a 38 76 0
a 38 77 50
a 38 79 401
a 38 81 335
a 38 82 179
a 38 83 137
a 38 84 490
a 38 85 240
a 38 86 429
a 38 88 581
a 38 93 667
a 38 96 666
a 39 3 805
a 39 6 958
a 39 9 392
a 39 11 784
a 39 13 325
a 39 14 994
a 39 15 510
a 39 17 971
a 39 18 628
a 39 19 914
a 39 23 795
a 39 25 872
a 39 26 568
a 39 28 775
a 39 30 622
a 39 31 47
a 39 33 853
a 39 34 698
a 39 35 725
a 39 36 702
a 39 38 383
a 39 41 173
a 39 42 195
a 39 44 804
a 39 48 713
a 39 50 876
a 39 54 998
a 39 56 218
a 39 58 321
a 39 63 491
a 39 68 516
a 39 72 644
a 39 73 39
a 39 75 467
a 39 76 790
a 39 78 757
a 39 80 501
a 39 81 333
a 39 84 826
a 39 89 745
a 39 91 833
a 39 93 451
a 39 95 644
a 39 97 179
a 39 100 510
a 40 1 110
a 40 2 192
a 40 3 278
a 40 6 290
a 40 8 255
a 40 10 914
a 40 11 637
a 40 14 691
a 40 15 448
a 40 20 962
a 40 22 984
a 40 23 600
a 40 25 359
a 40 26 417
a 40 27 356
a 40 28 17
a 40 32 453
a 40 34 811
a 40 36 327
a 40 39 335
a 40 42 388
a 40 44 681
a 40 47 746
a 40 48 570
a 40 50 355
a 40 54 105
a 40 56 471
a 40 58 490
a 40 59 829
a 40 60 759
a 40 61 917
a 40 67 78
a 40 73 650
a 40 74 9
a 40 76 355
a 40 79 621
a 40 80 717
a 40 84 405
a 40 86 348
a 40 89 511
a 40 92 379
a 40 93 926
a 40 95 648
a 40 96 623
a 40 97 814
a 40 98 842
a 40 99 480
a 41 1 902
a 41 5 761
a 41 6 78
a 41 7 617
a 41 9 418
a 41 12 830
a 41 14 920
a 41 15 654
a 41 18 367
a 41 19 287
a 41 22 465
a 41 23 697
a 41 24 686
a 41 25 446
a 41 28 574
a 41 30 512
a 41 31 964
a 41 32 880
a 41 33 194
a 41 35 272
a 41 36 264
a 41 39 766
a 41 42 139
a 41 46 379
a 41 48 897
a 41 49 366
a 41 50 3
a 41 52 490
a 41 53 648
a 41 54 31
a 41 55 88
a 41 59 467
a 41 60 795
a 41 63 689
a 41 67 821
a 41 68 536
a 41 69 907
a 41 70 879
a 41 73 867
a 41 75 882
a 41 78 658
a 41 80 595
a 41 82 233
a 41 83 504
a 41 84 445
a 41 89 961
a 41 90 836
a 41 92 74
a 41 93 777
a 41 96 920
a 41 97 168
a 41 98 824
a 41 99 720
a 41 100 979
a 42 2 376
a 42 5 651
a 42 6 833
a 42 7 890
a 42 8 933
a 42 11 152
a 42 12 581
a 42 13 133
a 42 14 142
a 42 15 706
a 42 17 114
a 42 18 940
a 42 21 525
a 42 22 290
a 42 23 180
a 42 24 593
a 42 28 887
a 42 30 946
a 42 31 738
a 42 32 116
a 42 35 286
a 42 36 112
a 42 38 922
a 42 40 468
a 42 41 257
a 42 46 813
a 42 47 119
a 42 49 953
a 42 51 922
a 42 52 65
a 42 53 139
a 42 54 935
a 42 57 942
a 42 59 266
a 42 60 726
a 42 61 717
a 42 62 76
a 42 63 881
a 42 65 33
a 42 66 306
a 42 67 559
a 42 68 717
a 42 69 15
a 42 70 863
a 42 72 595
a 42 74 12
a 42 75 883
a 42 76 848
a 42 78 726
a 42 79 871
a 42 85 175
a 42 89 175
a 42 90 131
a 42 91 191
a 42 93 319
a 42 95 406
a 42 99 437
a 42 100 875
a 43 1 911
a 43 2 951
a 43 4 156
a 43 6 444
a 43 8 314
a 43 9 468
a 43 11 23
a 43 13 459
a 43 17 693
a 43 22 97
a 43 26 829
a 43 27 234
a 43 29 226
a 43 30 691
a 43 34 223
a 43 35 529
a 43 37 705
a 43 39 195
a 43 40 877
a 43 42 179
a 43 44 994
a 43 45 301
a 43 47 547
a 43 51 278
a 43 52 587
a 43 53 436
a 43 54 284
a 43 55 683
a 43 57 403
a 43 59 539
a 43 62 545
a 43 64 611
a 43 67 265
a 43 68 923
a 43 69 883
a 43 70 167
a 43 71 553
a 43 73 272
a 43 74 111
a 43 75 839
a 43 78 289
a 43 82 511
a 43 84 147
a 43 86 233
a 43 88 46
a 43 90 997
a 43 93 208
a 43 94 23
a 43 95 438
a 43 97 283
a 43 100 411
a 44 1 448
a 44 2 936
a 44 6 856
a 44 7 438
a 44 15 511
a 44 16 371
a 44 17 879
a 44 18 817
a 44 19 785
a 44 20 449
a 44 21 552
a 44 25 838
a 44 26 308
a 44 27 426
a 44 28 478
a 44 30 866
a 44 31 214
a 44 32 867
a 44 34 948
a 44 35 24
a 44 36 95
a 44 39 127
a 44 42 380
a 44 43 557
a 44 45 353
a 44 46 532
a 44 49 599
a 44 52 423
a 44 53 278
a 44 55 666
a 44 56 19
a 44 58 411
a 44 59 17
a 44 62 35
a 44 63 603
a 44 65 287
a 44 67 309
a 44 68 791
a 44 70 799
a 44 71 33
a 44 72 863
a 44 77 223
a 44 79 927
a 44 81 839
a 44 83 396
a 44 84 998
a 44 87 681
a 44 91 788
a 44 92 220
a 44 94 732
a 44 95 897
a 44 98 169
a 45 1 439
a 45 3 121
a 45 4 784
a 45 5 895
a 45 6 769
a 45 7 125
a 45 8 341
a 45 10 740
a 45 15 327
a 45 17 323
a 45 22 160
a 45 23 137
a 45 25 223
a 45 29 708
a 45 33 818
a 45 34 759
a 45 39 189
a 45 41 310
a 45 42 776
a 45 43 514
a 45 44 328
a 45 48 600
a 45 52 508
a 45 53 297
a 45 57 721
a 45 58 294
a 45 59 416
a 45 61 33
a 45 62 882
a 45 64 436
a 45 66 353
a 45 69 559
a 45 72 292
a 45 73 267
a 45 76 498
a 45 79 548
a 45 80 551
a 45 81 431
a 45 83 394
a 45 85 698
a 45 88 825
a 45 90 280
a 45 93 739
a 45 96 902
a 46 3 623
a 46 5 767
a 46 8 630
a 46 9 857
a 46 10 420
a 46 11 972
a 46 14 704
a 46 16 965
a 46 21 803
a 46 22 220
a 46 24 816
a 46 25 3
a 46 29 668
a 46 30 998
a 46 31 390
a 46 32 966
a 46 33 328
a 46 34 630
a 46 35 945
a 46 38 747
a 46 41 312
a 46 42 229
a 46 49 819
a 46 50 589
a 46 54 907
a 46 57 417
a 46 59 401
a 46 61 977
a 46 63 783
a 46 64 269
a 46 70 514
a 46 71 54
a 46 72 974
a 46 75 902
a 46 78 23
a 46 80 547
a 46 84 362
a 46 87 983
a 46 89 977
a 46 91 896
a 46 93 802
a 46 94 129
a 46 98 135
a 46 99 951
a 47 1 942
a 47 5 53
a 47 6 294
a 47 7 925
a 47 9 825
a 47 11 540
a 47 12 570
a 47 19 627
a 47 20 577
a 47 21 165
a 47 24 554
a 47 29 552
a 47 30 967
a 47 31 916
a 47 32 565
a 47 33 650
a 47 38 282
a 47 40 874
a 47 45 285
a 47 49 759
a 47 51 206
a 47 52 532
a 47 54 994
a 47 56 458
a 47 58 37
a 47 62 171
a 47 65 184
a 47 67 202
a 47 68 120
a 47 69 18
a 47 71 498
a 47 73 843
a 47 74 257
a 47 77 75
a 47 79 332
a 47 80 452
a 47 81 604
a 47 83 794
a 47 90 901
a 47 92 165
a 47 93 614
a 47 94 251
a 47 98 468
a 47 100 605
a 48 6 720
a 48 11 557
a 48 14 720
a 48 15 330
a 48 16 832
a 48 17 699
a 48 20 257
a 48 22 543
a 48 23 882
a 48 32 129
a 48 33 99
a 48 37 684
a 48 40 946
a 48 42 29
a 48 43 555
a 48 44 836
a 48 45 885
a 48 46 432
a 48 47 257
a 48 49 443
a 48 50 609
a 48 53 117
a 48 55 582
a 48 57 377
a 48 59 554
a 48 62 711
a 48 63 428
a 48 64 67
a 48 65 181
a 48 66 119
a 48 67 638
a 48 68 403
a 48 69 909
a 48 70 899
a 48 75 412
a 48 77 974
a 48 78 87
a 48 79 365
a 48 80 329
a 48 81 170
a 48 84 370
a 48 88 341
a 48 89 531
a 48 91 825
a 48 93 319
a 48 94 23
a 48 95 426
a 48 97 285
a 48 98 387
a 48 99 469
a 48 100 182
a 49 3 713
a 49 4 617
a 49 5 527
a 49 6 265
a 49 7 617
a 49 8 467
a 49 12 288
a 49 13 54
a 49 14 498
a 49 15 460
a 49 17 585
a 49 19 363
a 49 20 78
a 49 22 183
a 49 23 383
a 49 24 720
a 49 25 958
a 49 28 566
a 49 32 682
a 49 35 633
a 49 36 717
a 49 37 177
a 49 38 156
a 49 44 916
a 49 47 996
a 49 48 88
a 49 50 711
a 49 54 404
a 49 55 64
a 49 59 651
a 49 63 18
a 49 64 511
a 49 66 217
a 49 67 227
a 49 70 447
a 49 72 835
a 49 77 704
a 49 79 927
a 49 82 175
a 49 83 318
a 49 84 921
a 49 89 722
a 49 90 672
a 49 92 63
a 49 96 59
a 49 99 76
a 50 2 824
a 50 3 920
a 50 6 227
a 50 7 291
a 50 8 689
a 50 11 90
a 50 21 317
a 50 22 954
a 50 23 969
a 50 24 853
a 50 26 565
a 50 28 202
a 50 29 666
a 50 32 296
a 50 33 142
a 50 34 841
a 50 35 775
a 50 37 687
a 50 42 540
a 50 44 846
a 50 45 333
a 50 46 754
a 50 49 408
a 50 51 72
a 50 55 364
a 50 56 408
a 50 57 726
a 50 58 538
a 50 60 513
a 50 65 162
a 50 68 133
a 50 70 781
a 50 72 235
a 50 73 740
a 50 77 79
a 50 78 294
a 50 79 628
a 50 80 789
a 50 82 819
a 50 84 217
a 50 85 375
a 50 89 682
a 50 90 219
a 50 97 330
a 50 98 649
a 50 99 552
a 51 4 429
a 51 6 916
a 51 7 383
a 51 9 202
a 51 10 846
a 51 12 250
a 51 14 627
a 51 15 337
a 51 18 721
a 51 19 638
a 51 22 837
a 51 25 962
a 51 26 835
a 51 28 468
a 51 29 283
a 51 30 812
a 51 32 224
a 51 33 295
a 51 34 805
a 51 36 713
a 51 37 358
a 51 38 472
a 51 39 484
a 51 42 861
a 51 44 197
a 51 45 322
a 51 46 834
a 51 47 650
a 51 48 929
a 51 50 261
a 51 55 365
a 51 56 300
a 51 57 776
a 51 58 23
a 51 59 205
a 51 61 474
a 51 62 412
a 51 63 412
a 51 64 843
a 51 65 958
a 51 67 872
a 51 68 176
a 51 69 516
a 51 73 887
a 51 75 877
a 51 77 870
a 51 78 164
a 51 81 978
a 51 82 694
a 51 86 977
a 51 89 900
a 51 92 6
a 51 93 366
a 51 95 720
a 51 99 426
a 51 100 379
a 52 1 850
a 52 3 414
a 52 4 518
a 52 5 248
a 52 9 774
a 52 11 338
a 52 12 951
a 52 13 498
a 52 15 486
a 52 20 195
a 52 21 517
a 52 22 631
a 52 24 225
a 52 25 929
a 52 28 774
a 52 30 499
a 52 33 175
a 52 35 526
a 52 43 226
a 52 48 833
a 52 50 121
a 52 55 911
a 52 56 888
a 52 58 109
a 52 61 822
a 52 63 746
a 52 65 22
a 52 69 795
a 52 71 970
a 52 73 346
a 52 74 936
a 52 76 146
a 52 78 17
a 52 80 561
a 52 81 903
a 52 83 877
a 52 84 710
a 52 86 89
a 52 87 495
a 52 89 960
a 52 91 939
a 52 94 901
a 52 97 563
a 52 98 574
a 52 99 812
a 53 2 551
a 53 3 623
a 53 4 497
a 53 5 284
a 53 7 171
a 53 8 358
a 53 9 360
a 53 11 98
a 53 14 17
a 53 17 938
a 53 19 59
a 53 21 355
a 53 22 598
a 53 23 927
a 53 24 23
a 53 25 443
a 53 30 884
a 53 33 499
a 53 37 140
a 53 38 906
a 53 39 89
a 53 40 510
a 53 42 640
a 53 46 96
a 53 48 328
a 53 49 861
a 53 50 418
a 53 52 652
a 53 56 283
a 53 58 439
a 53 62 388
a 53 63 524
a 53 64 117
a 53 65 465
a 53 67 873
a 53 69 920
a 53 73 826
a 53 75 879
a 53 76 222
a 53 77 58
a 53 78 465
a 53 80 528
a 53 84 705
a 53 87 422
a 53 89 660
a 53 91 549
a 53 94 151
a 53 96 437
a 53 97 56
a 53 99 463
a 53 100 689
a 54 3 295
a 54 4 34
a 54 5 442
a 54 8 270
a 54 13 53
a 54 14 203
a 54 17 370
a 54 21 648
a 54 26 499
a 54 32 458
a 54 33 963
a 54 35 225
a 54 39 609
a 54 40 444
a 54 42 316
a 54 43 704
a 54 44 629
a 54 47 134
a 54 49 864
a 54 52 141
a 54 56 827
a 54 57 619
a 54 63 600
a 54 64 37
a 54 65 310
a 54 66 95
a 54 67 533
a 54 68 126
a 54 72 460
a 54 73 667
a 54 75 677
a 54 78 731
a 54 83 239
a 54 84 861
a 54 85 299
a 54 88 403
a 54 89 642
a 54 90 573
a 54 92 892
a 54 98 642
a 54 100 175
a 55 1 675
a 55 3 354
a 55 4 602
a 55 7 267
a 55 8 769
a 55 11 57
a 55 15 35
a 55 16 910
a 55 20 710
a 55 23 802
a 55 27 312
a 55 32 8
a 55 33 941
a 55 34 185
a 55 40 308
a 55 41 61
a 55 42 96
a 55 43 365
a 55 44 292
a 55 46 380
a 55 47 112
a 55 48 812
a 55 50 650
a 55 54 869
a 55 56 884
a 55 57 150
a 55 61 417
a 55 63 963
a 55 66 792
a 55 67 976
a 55 68 725
a 55 69 953
a 55 71 149
a 55 72 835
a 55 74 526
a 55 75 713
a 55 76 416
a 55 77 861
a 55 79 332
a 55 84 765
a 55 85 750
a 55 87 663
a 55 88 869
a 55 92 286
a 55 93 236
a 55 95 171
a 55 96 773
a 55 97 607
a 55 98 477
a 55 99 253
a 56 1 285
a 56 3 846
a 56 4 5
a 56 6 439
a 56 9 726
a 56 13 153
a 56 16 898
a 56 19 854
a 56 20 844
a 56 22 977
a 56 24 576
a 56 25 439
a 56 28 922
a 56 29 650
a 56 30 296
a 56 31 496
a 56 33 725
a 56 34 857
a 56 35 813
a 56 39 353
a 56 40 461
a 56 41 416
a 56 42 329
a 56 43 860
a 56 45 324
a 56 46 320
a 56 48 934
a 56 49 545
a 56 51 972
a 56 52 99
a 56 54 369
a 56 55 523
a 56 57 159
a 56 58 788
a 56 59 755
a 56 60 885
a 56 61 600
a 56 62 332
a 56 64 183
a 56 67 334
a 56 69 466
a 56 71 991
a 56 73 147
a 56 76 22
a 56 77 553
a 56 78 171
a 56 81 204
a 56 84 765
a 56 86 622
a 56 87 262
a 56 89 793
a 56 90 40
a 56 91 287
a 56 94 164
a 56 95 633
a 56 96 210
a 56 98 945
a 56 99 564
a 56 100 134
a 57 2 26
a 57 3 122
a 57 7 639
a 57 8 163
a 57 9 949
a 57 10 323
a 57 11 641
a 57 14 156
a 57 15 450
a 57 21 861
a 57 23 412
a 57 24 228
a 57 26 283
a 57 30 398
a 57 34 380
a 57 35 465
a 57 37 723
a 57 41 406
a 57 42 71
a 57 44 846
a 57 48 861
a 57 50 362
a 57 51 373
a 57 52 882
a 57 53 563
a 57 56 732
a 57 59 720
a 57 62 495
a 57 65 573
a 57 67 636
a 57 69 645
a 57 71 920
a 57 72 329
a 57 74 482
a 57 76 106
a 57 80 204
a 57 81 108
a 57 83 351
a 57 84 598
a 57 88 326
a 57 89 24
a 57 91 716
a 57 92 496
a 57 93 448
a 57 95 860
a 57 97 993
a 58 1 464
a 58 2 536
a 58 3 991
a 58 4 144
a 58 5 577
a 58 7 822
a 58 8 58
a 58 10 210
a 58 11 157
a 58 13 171
a 58 14 21
a 58 15 353
a 58 16 947
a 58 19 297
a 58 20 362
a 58 22 927
a 58 24 507
a 58 27 440
a 58 30 737
a 58 31 585
a 58 33 807
a 58 34 195
a 58 36 879
a 58 37 445
a 58 38 543
a 58 39 510
a 58 40 190
a 58 44 31
a 58 46 142
a 58 47 235
a 58 48 244
a 58 50 609
a 58 53 562
a 58 55 703
a 58 57 480
a 58 62 851
a 58 65 576
a 58 69 508
a 58 70 892
a 58 72 918
a 58 73 92
a 58 74 909
a 58 75 461
a 58 77 479
a 58 82 314
a 58 89 765
a 58 91 889
a 58 92 621
a 58 96 241
a 58 97 202
a 58 98 816
a 58 99 966
a 59 1 503
a 59 2 804
a 59 4 869
a 59 5 593
a 59 7 122
a 59 10 924
a 59 11 453
a 59 15 967
a 59 18 362
a 59 21 438
a 59 22 632
a 59 23 135
a 59 24 782
a 59 27 593
a 59 28 461
a 59 30 419
a 59 32 605
a 59 34 406
a 59 35 611
a 59 36 389
a 59 37 546
a 59 39 951
a 59 40 710
a 59 41 970
a 59 43 208
a 59 47 302
a 59 49 315
a 59 52 931
a 59 60 130
a 59 61 334
a 59 63 856
a 59 67 180
a 59 68 878
a 59 71 56
a 59 73 204
a 59 74 628
a 59 77 229
a 59 78 207
a 59 79 213
a 59 80 870
a 59 82 272
a 59 83 385
a 59 85 130
a 59 86 540
a 59 90 438
a 59 93 560
a 59 96 57
a 59 98 888
a 59 100 67
a 60 3 635
a 60 6 236
a 60 7 623
a 60 10 8
a 60 11 593
a 60 13 928
a 60 14 271
a 60 16 442
a 60 17 426
a 60 19 938
a 60 24 115
a 60 25 647
a 60 26 150
a 60 31 68
a 60 32 80
a 60 33 577
a 60 39 792
a 60 41 476
a 60 43 443
a 60 44 129
a 60 47 760
a 60 50 992
a 60 51 764
a 60 52 28
a 60 53 609
a 60 54 775
a 60 55 70
a 60 57 892
a 60 59 279
a 60 62 104
a 60 63 412
a 60 64 771
a 60 66 880
a 60 67 668
a 60 68 312
a 60 71 144
a 60 75 718
a 60 77 334
a 60 78 849
a 60 79 894
a 60 81 669
a 60 83 673
a 60 84 23
a 60 86 779
a 60 88 912
a 60 90 279
a 60 92 91
a 60 94 438
a 60 95 195
a 60 96 629
a 60 100 54
a 61 1 889
a 61 5 925
a 61 6 274
a 61 11 254
a 61 13 590
a 61 14 609
a 61 15 2
a 61 17 874
a 61 18 712
a 61 20 992
a 61 23 525
a 61 24 359
a 61 28 73
a 61 29 725
a 61 31 101
a 61 32 223
a 61 34 190
a 61 36 138
a 61 40 284
a 61 41 571
a 61 45 698
a 61 46 480
a 61 47 930
a 61 48 58
a 61 49 644
a 61 50 927
a 61 52 668
a 61 53 490
a 61 54 959
a 61 55 171
a 61 56 764
a 61 57 165
a 61 60 312
a 61 62 360
a 61 63 455
a 61 72 335
a 61 74 582
a 61 76 650
a 61 77 773
a 61 80 807
a 61 81 825
a 61 82 250
a 61 83 181
a 61 84 966
a 61 85 295
a 61 90 142
a 61 91 637
a 61 98 622
a 62 2 768
a 62 3 305
a 62 4 409
a 62 5 795
a 62 7 479
a 62 12 872
a 62 13 596
a 62 14 979
a 62 15 992
a 62 17 883
a 62 19 323
a 62 20 839
a 62 22 95
a 62 24 113
a 62 28 761
a 62 30 38
a 62 32 247
a 62 34 128
a 62 36 314
a 62 38 373
a 62 39 237
a 62 40 580
a 62 43 64
a 62 48 226
a 62 50 678
a 62 51 600
a 62 52 279
a 62 54 532
a 62 55 652
a 62 57 578
a 62 58 808
a 62 59 925
a 62 60 332
a 62 61 80
a 62 67 124
a 62 68 541
a 62 72 479
a 62 73 695
a 62 74 23
a 62 78 192
a 62 79 636
a 62 80 351
a 62 82 112
a 62 83 653
a 62 85 701
a 62 86 974
a 62 88 413
a 62 90 963
a 62 91 829
a 63 2 205
a 63 3 700
a 63 6 835
a 63 7 584
a 63 8 264
a 63 9 510
a 63 12 568
a 63 13 508
a 63 14 872
a 63 16 915
a 63 17 546
a 63 20 995
a 63 21 579
a 63 24 656
a 63 26 969
a 63 30 862
a 63 33 698
a 63 34 285
a 63 35 918
a 63 36 422
a 63 38 553
a 63 39 462
a 63 41 150
a 63 42 211
a 63 44 463
a 63 46 350
a 63 50 322
a 63 51 901
a 63 52 433
a 63 55 302
a 63 56 274
a 63 58 682
a 63 59 657
a 63 61 578
a 63 62 406
a 63 65 645
a 63 67 47
a 63 68 266
a 63 69 686
a 63 70 66
a 63 71 356
a 63 75 722
a 63 76 200
a 63 77 12
a 63 78 477
a 63 79 567
a 63 81 881
a 63 82 690
a 63 83 418
a 63 84 794
a 63 85 273
a 63 87 738
a 63 88 837
a 63 89 951
a 63 91 555
a 63 94 671
a 63 95 975
a 63 96 411
a 63 97 55
a 63 98 33
a 63 100 749
a 64 2 791
a 64 3 368
a 64 4 423
a 64 5 803
a 64 7 896
a 64 9 416
a 64 10 941
a 64 13 819
a 64 14 252
a 64 15 676
a 64 17 732
a 64 20 917
a 64 28 381
a 64 30 89
a 64 31 372
a 64 32 201
a 64 34 701
a 64 43 337
a 64 45 170
a 64 46 317
a 64 47 267
a 64 48 799
a 64 50 798
a 64 51 28
a 64 52 603
a 64 53 580
a 64 54 207
a 64 55 270
a 64 58 828
a 64 59 605
a 64 61 204
a 64 62 297
a 64 67 703
a 64 68 636
a 64 69 489
a 64 71 633
a 64 76 99
a 64 77 521
a 64 78 813
a 64 79 39
a 64 80 387
a 64 84 605
a 64 91 537
a 64 92 530
a 64 93 329
a 64 96 824
a 64 98 770
a 64 100 255
a 65 1 98
a 65 2 504
a 65 3 504
a 65 6 719
a 65 7 155
a 65 10 869
a 65 13 771
a 65 20 515
a 65 24 976
a 65 26 601
a 65 31 347
a 65 34 382
a 65 37 248
a 65 38 127
a 65 39 54
a 65 41 474
a 65 42 796
a 65 43 693
a 65 45 945
a 65 46 716
a 65 49 252
a 65 51 551
a 65 54 739
a 65 55 154
a 65 56 619
a 65 57 717
a 65 59 842
a 65 60 661
a 65 61 597
a 65 62 939
a 65 63 815
a 65 68 383
a 65 69 947
a 65 72 875
a 65 74 957
a 65 75 657
a 65 76 918
a 65 78 221
a 65 81 23
a 65 82 519
a 65 83 442
a 65 85 44
a 65 86 614
a 65 87 141
a 65 90 977
a 65 92 722
a 65 95 192
a 65 100 627
a 66 3 203
a 66 4 663
a 66 5 479
a 66 9 79
a 66 10 559
a 66 16 56
a 66 17 566
a 66 19 170
a 66 24 859
a 66 27 170
a 66 29 180
a 66 30 452
a 66 32 948
a 66 34 956
a 66 35 295
a 66 39 325
a 66 40 510
a 66 43 819
a 66 44 485
a 66 46 897
a 66 47 535
a 66 57 843
a 66 58 368
a 66 59 699
a 66 62 314
a 66 63 792
a 66 64 79
a 66 68 256
a 66 70 347
a 66 72 599
a 66 75 815
a 66 76 454
a 66 77 461
a 66 81 504
a 66 82 127
a 66 83 123
a 66 84 769
a 66 85 59
a 66 86 289
a 66 88 89
a 66 91 280
a 66 92 738
a 66 93 429
a 66 95 645
a 66 96 703
a 66 97 866
a 66 98 930
a 66 99 831
a 67 3 949
a 67 5 409
a 67 6 491
a 67 8 932
a 67 12 729
a 67 13 796
a 67 14 86
a 67 15 793
a 67 17 288
a 67 18 435
a 67 21 416
a 67 23 297
a 67 30 824
a 67 33 391
a 67 36 110
a 67 37 498
a 67 39 253
a 67 41 363
a 67 43 665
a 67 47 677
a 67 50 718
a 67 51 286
a 67 53 367
a 67 55 442
a 67 57 195
a 67 58 273
a 67 59 672
a 67 63 483
a 67 66 526
a 67 70 379
a 67 72 618
a 67 73 376
a 67 74 420
a 67 75 559
a 67 76 982
a 67 79 789
a 67 80 53
a 67 84 358
a 67 87 656
a 67 88 527
a 67 90 636
a 67 95 541
a 67 97 246
a 67 98 696
a 68 1 799
a 68 2 143
a 68 4 709
a 68 5 615
a 68 9 134
a 68 12 710
a 68 14 446
a 68 16 565
a 68 18 705
a 68 20 95
a 68 25 100
a 68 27 69
a 68 28 411
a 68 30 877
a 68 31 931
a 68 32 98
a 68 33 417
a 68 35 25
a 68 36 942
a 68 37 159
a 68 42 823
a 68 43 183
a 68 44 959
a 68 45 227
a 68 47 128
a 68 54 915
a 68 55 523
a 68 56 129
a 68 59 580
a 68 61 560
a 68 69 799
a 68 70 842
a 68 72 464
a 68 73 432
a 68 76 760
a 68 79 71
a 68 80 977
a 68 81 95
a 68 82 182
a 68 83 998
a 68 85 202
a 68 86 508
a 68 91 100
a 68 92 455
a 68 95 177
a 68 96 189
a 68 99 237
a 68 100 827
a 69 2 861
a 69 3 665
a 69 5 57
a 69 7 722
a 69 8 7
a 69 9 506
a 69 10 161
a 69 12 391
a 69 13 293
a 69 15 366
a 69 16 661
a 69 18 788
a 69 19 79
a 69 20 923
a 69 22 809
a 69 23 84
a 69 28 622
a 69 29 505
a 69 30 227
a 69 33 317
a 69 34 428
a 69 36 695
a 69 37 106
a 69 38 11
a 69 40 517
a 69 42 18
a 69 44 74
a 69 45 586
a 69 46 421
a 69 50 722
a 69 51 323
a 69 54 218
a 69 60 451
a 69 61 27
a 69 62 834
a 69 63 948
a 69 67 511
a 69 71 786
a 69 75 441
a 69 78 825
a 69 79 549
a 69 80 452
a 69 81 849
a 69 88 214
a 69 92 753
a 69 93 670
a 69 94 410
a 69 95 821
a 69 96 453
a 70 3 549
a 70 4 586
a 70 5 952
a 70 6 450
a 70 8 279
a 70 9 254
a 70 10 216
a 70 11 98
a 70 12 665
a 70 15 969
a 70 16 346
a 70 17 666
a 70 18 439
a 70 21 908
a 70 22 483
a 70 24 641
a 70 26 440
a 70 27 856
a 70 28 966
a 70 32 57
a 70 33 595
a 70 35 960
a 70 36 964
a 70 38 504
a 70 39 546
a 70 41 434
a 70 45 28
a 70 52 408
a 70 53 612
a 70 60 190
a 70 63 481
a 70 64 315
a 70 67 68
a 70 69 87
a 70 72 292
a 70 73 312
a 70 74 569
a 70 75 512
a 70 76 610
a 70 77 522
a 70 82 961
a 70 83 661
a 70 84 560
a 70 86 191
a 70 87 952
a 70 92 123
a 70 93 661
a 70 94 357
a 70 95 991
a 70 96 590
a 71 2 467
a 71 5 671
a 71 7 396
a 71 8 348
a 71 11 704
a 71 13 529
a 71 14 839
a 71 16 250
a 71 17 772
a 71 18 107
a 71 20 230
a 71 21 91
a 71 23 147
a 71 24 66
a 71 25 917
a 71 27 805
a 71 28 521
a 71 29 744
