p sp 100 4946
a 36 27 196
a 36 28 922
a 36 30 236
a 36 32 410
a 36 34 877
a 36 35 512
a 36 37 676
a 36 38 689
a 36 39 542
a 36 41 455
a 36 43 469
a 36 44 704
a 36 57 26
a 36 58 967
a 36 59 406
a 36 62 164
a 36 70 747
a 36 74 588
a 36 75 895
a 36 76 550
a 36 78 810
a 36 80 158
a 36 81 827
a 36 86 348
a 36 88 232
a 36 89 522
a 36 90 562
a 36 91 122
a 36 93 537
a 36 94 867
a 36 98 297
a 36 99 764
a 36 100 729
a 37 2 637
a 37 9 737
a 37 10 205
a 37 11 734
a 37 17 949
a 37 18 252
a 37 19 237
a 37 20 66
a 37 21 492
a 37 23 17
a 37 26 537
a 37 28 263
a 37 31 27
a 37 38 384
a 37 39 697
a 37 40 287
a 37 41 577
a 37 43 135
a 37 44 798
a 37 45 268
a 37 46 720
a 37 48 422
a 37 58 182
a 37 59 50
a 37 61 622
a 37 63 383
a 37 64 865
a 37 71 484
a 37 72 36
a 37 73 857
a 37 74 510
a 37 76 941
a 37 77 538
a 37 78 228
a 37 82 58
a 37 87 719
a 37 89 522
a 37 90 935
a 37 91 248
a 37 93 310
a 37 94 134
a 38 1 338
a 38 2 134
a 38 3 582
a 38 4 144
a 38 5 519
a 38 6 665
a 38 7 721
a 38 8 457
a 38 10 304
a 38 11 655
a 38 12 745
a 38 13 548
a 38 14 991
a 38 16 289
a 38 17 396
a 38 20 495
a 38 21 962
a 38 22 81
a 38 23 671
a 38 24 228
a 38 25 373
a 38 27 430
a 38 29 589
a 38 32 1
a 38 37 803
a 38 39 930
a 38 40 11
a 38 43 258
a 38 45 881
a 38 47 762
a 38 48 470
a 38 49 494
a 38 50 929
a 38 54 614
a 38 55 216
a 38 59 675
a 38 62 804
a 38 65 522
a 38 66 101
a 38 68 24
a 38 71 524
a 38 72 652
a 38 73 21
a 38 77 817
a 38 78 26
a 38 80 626
a 38 81 518
a 38 84 99
a 38 88 848
a 38 90 996
a 38 91 249
a 38 96 290
a 38 97 135
a 38 100 778
a 39 1 146
a 39 4 10
a 39 5 180
a 39 7 556
a 39 11 157
a 39 13 228
a 39 14 926
a 39 19 202
a 39 20 36
a 39 21 614
a 39 23 861
a 39 24 801
a 39 26 689
a 39 30 341
a 39 32 795
a 39 35 554
a 39 36 771
a 39 40 430
a 39 42 234
a 39 46 134
a 39 47 148
a 39 48 844
a 39 49 771
a 39 51 815
a 39 56 591
a 39 57 500
a 39 58 524
a 39 60 352
a 39 61 283
a 39 62 629
a 39 63 726
a 39 66 807
a 39 70 971
a 39 72 425
a 39 75 87
a 39 77 200
a 39 78 160
a 39 79 309
a 39 81 196
a 39 82 53
a 39 83 127
a 39 86 222
a 39 87 998
a 39 90 187
a 39 92 643
a 39 93 5
a 39 97 551
a 39 99 173
a 39 100 462
a 40 3 783
a 40 4 745
a 40 5 638
a 40 11 814
a 40 12 221
a 40 13 581
a 40 17 296
a 40 18 225
a 40 19 192
a 40 20 305
a 40 21 548
a 40 23 246
a 40 24 91
a 40 25 419
a 40 26 835
a 40 27 660
a 40 28 585
a 40 29 618
a 40 30 94
a 40 33 552
a 40 38 535
a 40 39 245
a 40 41 482
a 40 42 178
a 40 43 291
a 40 47 393
a 40 49 965
a 40 50 124
a 40 53 225
a 40 54 840
a 40 55 177
a 40 56 218
a 40 57 672
a 40 66 144
a 40 68 457
a 40 71 988
a 40 72 366
a 40 73 924
a 40 75 836
a 40 85 868
a 40 88 757
a 40 89 225
a 40 91 440
a 40 94 162
a 40 95 590
a 40 97 446
a 40 99 890
a 40 100 813
a 41 2 341
a 41 5 632
a 41 6 171
a 41 8 815
a 41 11 284
a 41 12 808
a 41 14 835
a 41 17 217
a 41 18 144
a 41 23 20
a 41 25 844
a 41 26 269
a 41 28 768
a 41 33 837
a 41 34 858
a 41 36 344
a 41 37 580
a 41 40 41
a 41 44 552
a 41 45 603
a 41 46 650
a 41 47 690
a 41 48 673
a 41 49 553
a 41 51 275
a 41 54 960
a 41 56 400
a 41 59 488
a 41 60 989
a 41 61 749
a 41 63 166
a 41 64 288
a 41 66 169
a 41 67 399
a 41 69 855
a 41 70 762
a 41 72 281
a 41 74 35
a 41 78 947
a 41 81 721
a 41 82 67
a 41 83 24
a 41 84 585
a 41 85 410
a 41 86 155
a 41 87 902
a 41 88 630
a 41 89 68
a 41 90 365
a 41 91 204
a 41 92 732
a 41 96 870
a 41 100 663
a 42 2 741
a 42 3 504
a 42 7 725
a 42 9 882
a 42 10 920
a 42 12 642
a 42 13 534
a 42 14 750
a 42 19 249
a 42 21 364
a 42 22 622
a 42 24 519
a 42 25 390
a 42 27 269
a 42 30 470
a 42 32 947
a 42 33 188
a 42 34 189
a 42 35 518
a 42 36 719
a 42 37 786
a 42 38 957
a 42 41 23
a 42 44 928
a 42 45 827
a 42 46 122
a 42 47 406
a 42 48 708
a 42 50 112
a 42 51 430
a 42 58 499
a 42 59 993
a 42 60 338
a 42 61 674
a 42 62 208
a 42 63 390
a 42 64 669
a 42 66 734
a 42 69 757
a 42 70 945
a 42 74 62
a 42 75 461
a 42 78 159
a 42 82 447
a 42 88 254
a 42 91 465
a 42 96 729
a 42 97 501
a 42 98 750
a 42 100 729
a 43 4 906
a 43 7 53
a 43 8 508
a 43 9 526
a 43 10 945
a 43 11 845
a 43 16 423
a 43 17 14
a 43 19 254
a 43 20 696
a 43 21 533
a 43 22 420
a 43 23 801
a 43 26 451
a 43 29 510
a 43 30 683
a 43 32 956
a 43 33 891
a 43 38 235
a 43 41 767
a 43 45 345
a 43 46 814
a 43 48 266
a 43 49 531
a 43 50 681
a 43 52 921
a 43 53 213
a 43 54 855
a 43 57 711
a 43 60 699
a 43 63 816
a 43 70 516
a 43 71 330
a 43 74 340
a 43 75 978
a 43 76 14
a 43 78 356
a 43 79 695
a 43 81 844
a 43 82 404
a 43 85 866
a 43 88 221
a 43 94 499
a 43 98 325
a 43 99 824
a 44 1 307
a 44 6 128
a 44 7 383
a 44 8 158
a 44 9 252
a 44 11 180
a 44 12 911
a 44 13 448
a 44 17 896
a 44 20 630
a 44 22 816
a 44 24 90
a 44 25 166
a 44 30 838
a 44 33 825
a 44 36 919
a 44 37 814
a 44 38 447
a 44 41 949
a 44 42 838
a 44 43 838
a 44 45 960
a 44 47 293
a 44 49 166
a 44 51 589
a 44 52 867
a 44 53 470
a 44 54 490
a 44 56 87
a 44 57 906
a 44 58 557
a 44 59 868
a 44 60 947
a 44 61 638
a 44 70 8
a 44 71 233
a 44 75 614
a 44 76 785
a 44 77 7
a 44 84 556
a 44 87 595
a 44 88 933
a 44 89 305
a 44 92 797
a 44 94 435
a 44 96 911
a 44 98 280
a 44 99 842
a 45 2 316
a 45 4 116
a 45 5 232
a 45 13 487
a 45 15 927
a 45 16 242
a 45 17 957
a 45 18 648
a 45 20 29
a 45 23 912
a 45 26 973
a 45 34 503
a 45 35 345
a 45 36 268
a 45 39 451
a 45 40 566
a 45 41 286
a 45 43 614
a 45 44 466
a 45 49 52
a 45 50 471
a 45 52 8
a 45 54 787
a 45 55 809
a 45 56 986
a 45 57 31
a 45 60 324
a 45 61 715
a 45 63 815
a 45 66 776
a 45 67 920
a 45 69 104
a 45 70 485
a 45 71 924
a 45 72 117
a 45 75 597
a 45 77 580
a 45 80 197
a 45 83 501
a 45 85 640
a 45 90 376
a 45 91 441
a 45 93 617
a 45 94 869
a 45 96 154
a 45 98 690
a 45 100 394
a 46 2 581
a 46 4 902
a 46 6 619
a 46 8 566
a 46 9 90
a 46 13 397
a 46 17 932
a 46 22 812
a 46 24 554
a 46 25 837
a 46 26 916
a 46 28 49
a 46 32 54
a 46 33 585
a 46 37 693
a 46 38 746
a 46 40 252
a 46 41 971
a 46 42 62
a 46 43 432
a 46 47 536
a 46 49 982
a 46 50 761
a 46 53 194
a 46 54 608
a 46 56 440
a 46 57 72
a 46 61 942
a 46 64 846
a 46 65 911
a 46 69 467
a 46 71 239
a 46 76 398
a 46 78 712
a 46 79 934
a 46 82 947
a 46 83 321
a 46 86 836
a 46 90 84
a 46 91 398
a 46 92 138
a 46 93 819
a 46 96 27
a 46 100 354
a 47 1 370
a 47 2 72
a 47 4 377
a 47 5 409
a 47 6 452
a 47 9 668
a 47 13 373
a 47 14 945
a 47 15 126
a 47 17 921
a 47 21 642
a 47 23 817
a 47 24 940
a 47 25 773
a 47 26 547
a 47 27 346
a 47 33 138
a 47 34 228
a 47 39 806
a 47 40 352
a 47 43 180
a 47 50 367
a 47 51 887
a 47 54 320
a 47 55 473
a 47 56 901
a 47 57 485
a 47 58 378
a 47 60 726
a 47 61 6
a 47 62 935
a 47 63 88
a 47 65 186
a 47 69 804
a 47 70 56
a 47 72 293
a 47 73 444
a 47 74 149
a 47 75 735
a 47 76 192
a 47 77 640
a 47 79 840
a 47 81 825
a 47 82 201
a 47 83 737
a 47 87 286
a 47 88 816
a 47 89 341
a 47 90 558
a 47 91 411
a 47 92 427
a 47 95 224
a 47 96 766
a 47 97 364
a 47 98 677
a 47 99 345
a 47 100 169
a 48 2 900
a 48 3 110
a 48 4 245
a 48 5 748
a 48 6 725
a 48 7 874
a 48 9 508
a 48 10 831
a 48 12 873
a 48 16 229
a 48 17 31
a 48 18 171
a 48 19 300
a 48 20 917
a 48 21 90
a 48 28 174
a 48 38 713
a 48 43 551
a 48 44 227
a 48 46 381
a 48 49 464
a 48 52 223
a 48 53 228
a 48 56 402
a 48 57 978
a 48 58 509
a 48 59 737
a 48 60 847
a 48 61 989
a 48 63 499
a 48 66 435
a 48 69 13
a 48 72 910
a 48 74 810
a 48 79 509
a 48 82 53
a 48 83 111
a 48 84 135
a 48 85 689
a 48 86 847
a 48 91 755
a 48 92 280
a 48 93 815
a 48 95 543
a 48 98 702
a 49 5 628
a 49 7 352
a 49 9 351
a 49 10 167
a 49 15 98
a 49 16 425
a 49 20 429
a 49 21 891
a 49 22 392
a 49 23 29
a 49 25 60
a 49 32 553
a 49 33 678
a 49 34 986
a 49 38 374
a 49 42 505
a 49 45 267
a 49 46 385
a 49 50 9
a 49 51 98
a 49 52 375
a 49 53 933
a 49 54 481
a 49 58 318
a 49 61 398
a 49 62 506
a 49 68 33
a 49 69 565
a 49 70 627
a 49 71 731
a 49 72 48
a 49 73 769
a 49 74 70
a 49 76 92
a 49 80 24
a 49 84 973
a 49 85 140
a 49 86 617
a 49 87 219
a 49 88 842
a 50 2 753
a 50 3 356
a 50 4 678
a 50 6 329
a 50 8 72
a 50 9 942
a 50 11 558
a 50 13 987
a 50 15 450
a 50 16 284
a 50 17 629
a 50 19 166
a 50 20 282
a 50 21 128
a 50 22 68
a 50 25 431
a 50 27 816
a 50 28 64
a 50 30 492
a 50 31 178
a 50 32 645
a 50 33 102
a 50 37 602
a 50 38 986
a 50 39 421
a 50 40 712
a 50 42 917
a 50 43 732
a 50 44 875
a 50 45 994
a 50 47 807
a 50 51 610
a 50 52 932
a 50 53 795
a 50 54 87
a 50 56 978
a 50 57 427
a 50 59 261
a 50 60 938
a 50 61 367
a 50 62 607
a 50 64 909
a 50 65 704
a 50 66 395
a 50 71 862
a 50 73 30
a 50 74 631
a 50 75 184
a 50 77 493
a 50 81 13
a 50 82 585
a 50 84 388
a 50 85 114
a 50 88 270
a 50 91 390
a 50 92 119
a 50 94 835
a 50 95 758
a 50 96 474
a 50 97 175
a 50 99 792
a 50 100 670
a 51 1 616
a 51 2 832
a 51 16 178
a 51 17 880
a 51 18 6
a 51 20 772
a 51 24 521
a 51 25 996
a 51 26 940
a 51 29 684
a 51 32 997
a 51 33 457
a 51 34 809
a 51 35 297
a 51 38 591
a 51 40 101
a 51 41 722
a 51 45 966
a 51 48 669
a 51 49 523
a 51 55 942
a 51 56 662
a 51 59 606
a 51 65 285
a 51 66 812
a 51 68 237
a 51 69 6
a 51 70 317
a 51 71 430
a 51 72 947
a 51 75 100
a 51 77 127
a 51 78 663
a 51 79 866
a 51 80 396
a 51 81 689
a 51 83 678
a 51 86 348
a 51 89 94
a 51 93 823
a 51 96 17
a 51 97 719
a 51 99 683
a 51 100 328
a 52 2 685
a 52 7 415
a 52 8 527
a 52 9 452
a 52 13 409
a 52 15 673
a 52 16 478
a 52 18 734
a 52 20 326
a 52 22 282
a 52 23 889
a 52 24 434
a 52 35 995
a 52 37 478
a 52 39 280
a 52 43 550
a 52 44 422
a 52 47 841
a 52 49 98
a 52 50 606
a 52 53 772
a 52 54 790
a 52 55 192
a 52 57 545
a 52 58 463
a 52 59 753
a 52 60 307
a 52 61 673
a 52 63 738
a 52 64 58
a 52 67 474
a 52 72 36
a 52 73 619
a 52 74 389
a 52 75 651
a 52 79 370
a 52 80 741
a 52 81 180
a 52 82 455
a 52 84 433
a 52 86 205
a 52 89 528
a 52 90 419
a 52 91 80
a 52 93 91
a 52 96 193
a 53 3 75
a 53 4 212
a 53 5 162
a 53 7 922
a 53 8 317
a 53 10 972
a 53 11 421
a 53 13 56
a 53 14 943
a 53 15 697
a 53 17 390
a 53 19 573
a 53 22 744
a 53 23 644
a 53 26 954
a 53 28 991
a 53 29 638
a 53 30 772
a 53 31 217
a 53 34 191
a 53 37 319
a 53 39 366
a 53 41 109
a 53 42 19
a 53 45 654
a 53 49 737
a 53 51 810
a 53 52 580
a 53 54 642
a 53 55 202
a 53 56 320
a 53 58 240
a 53 59 749
a 53 63 144
a 53 67 785
a 53 68 287
a 53 71 718
a 53 74 381
a 53 78 286
a 53 81 970
a 53 84 271
a 53 85 51
a 53 86 617
a 53 88 829
a 53 89 295
a 53 91 116
a 53 97 441
a 53 99 542
a 54 1 342
a 54 2 162
a 54 3 621
a 54 4 425
a 54 5 12
a 54 9 334
a 54 13 68
a 54 14 583
a 54 16 155
a 54 18 287
a 54 20 154
a 54 22 504
a 54 25 333
a 54 26 203
a 54 28 33
a 54 29 492
a 54 30 365
a 54 32 750
a 54 33 955
a 54 34 44
a 54 38 913
a 54 39 496
a 54 40 154
a 54 41 625
a 54 42 499
a 54 44 112
a 54 47 61
a 54 48 754
a 54 50 307
a 54 51 586
a 54 53 387
a 54 55 550
a 54 58 211
a 54 63 679
a 54 65 356
a 54 67 707
a 54 69 944
a 54 70 813
a 54 72 346
a 54 73 71
a 54 74 569
a 54 76 544
a 54 78 593
a 54 79 211
a 54 80 359
a 54 83 198
a 54 85 591
a 54 87 978
a 54 89 231
a 54 90 552
a 54 91 14
a 54 92 887
a 54 93 694
a 54 96 544
a 54 97 517
a 55 3 945
a 55 7 289
a 55 8 832
a 55 10 64
a 55 12 278
a 55 13 877
a 55 14 6
a 55 17 389
a 55 19 679
a 55 20 901
a 55 23 810
a 55 24 432
a 55 27 164
a 55 28 772
a 55 32 408
a 55 33 4
a 55 34 814
a 55 36 692
a 55 37 93
a 55 38 364
a 55 39 552
a 55 40 872
a 55 42 152
a 55 43 280
a 55 45 735
a 55 46 558
a 55 48 511
a 55 49 700
a 55 50 244
a 55 51 485
a 55 53 297
a 55 58 15
a 55 59 143
a 55 61 652
a 55 68 838
a 55 70 516
a 55 71 627
a 55 73 312
a 55 75 37
a 55 76 692
a 55 77 255
a 55 81 70
a 55 82 410
a 55 83 964
a 55 84 605
a 55 87 437
a 55 90 501
a 55 91 126
a 55 93 912
a 55 94 837
a 55 96 88
a 55 97 928
a 55 98 95
a 55 99 994
a 56 1 79
a 56 2 492
a 56 7 617
a 56 8 230
a 56 10 915
a 56 12 210
a 56 16 137
a 56 17 817
a 56 21 78
a 56 22 945
a 56 23 722
a 56 24 449
a 56 25 976
a 56 26 65
a 56 27 120
a 56 30 479
a 56 33 469
a 56 34 472
a 56 35 146
a 56 36 107
a 56 39 529
a 56 41 374
a 56 42 703
a 56 44 725
a 56 45 566
a 56 46 125
a 56 52 128
a 56 53 336
a 56 55 187
a 56 57 594
a 56 59 938
a 56 61 86
a 56 62 212
a 56 64 390
a 56 65 337
a 56 66 878
a 56 68 803
a 56 69 506
a 56 71 773
a 56 72 696
a 56 73 760
a 56 75 779
a 56 78 771
a 56 79 0
a 56 80 820
a 56 81 646
a 56 82 702
a 56 84 792
a 56 85 683
a 56 86 361
a 56 87 177
a 56 91 968
a 56 95 340
a 56 100 127
a 57 2 297
a 57 3 148
a 57 4 102
a 57 11 930
a 57 15 150
a 57 19 686
a 57 22 923
a 57 24 201
a 57 26 519
a 57 27 665
a 57 28 511
a 57 29 317
a 57 30 339
a 57 32 552
a 57 33 869
a 57 34 803
a 57 35 650
a 57 37 905
a 57 39 922
a 57 42 149
a 57 45 868
a 57 46 378
a 57 47 236
a 57 49 924
a 57 58 246
a 57 59 925
a 57 61 744
a 57 62 154
a 57 64 296
a 57 65 816
a 57 72 281
a 57 73 718
a 57 76 460
a 57 77 94
a 57 78 823
a 57 80 117
a 57 81 754
a 57 83 382
a 57 84 694
a 57 87 646
a 57 89 102
a 57 90 973
a 57 91 292
a 57 92 442
a 57 96 513
a 57 97 941
a 57 98 224
a 57 99 232
a 57 100 428
a 58 2 928
a 58 4 681
a 58 6 494
a 58 7 428
a 58 9 657
a 58 11 602
a 58 12 188
a 58 15 607
a 58 19 670
a 58 20 823
a 58 21 920
a 58 22 792
a 58 24 237
a 58 26 237
a 58 33 700
a 58 35 506
a 58 36 741
a 58 39 418
a 58 41 661
a 58 43 680
a 58 46 674
a 58 47 170
a 58 53 432
a 58 55 220
a 58 63 563
a 58 67 425
a 58 69 438
a 58 75 649
a 58 76 83
a 58 80 424
a 58 82 788
a 58 86 374
a 58 87 219
a 58 89 754
a 58 90 311
a 58 94 31
a 58 97 510
a 58 98 986
a 59 1 470
a 59 2 97
a 59 3 901
a 59 4 238
a 59 7 652
a 59 14 314
a 59 16 785
a 59 20 662
a 59 21 952
a 59 23 140
a 59 25 851
a 59 26 145
a 59 29 840
a 59 33 879
a 59 34 673
a 59 38 720
a 59 40 876
a 59 41 722
a 59 42 92
a 59 44 185
a 59 45 592
a 59 46 27
a 59 47 598
a 59 53 193
a 59 56 226
a 59 57 265
a 59 58 708
a 59 61 813
a 59 64 714
a 59 66 761
a 59 67 134
a 59 69 421
a 59 70 785
a 59 72 451
a 59 74 135
a 59 78 888
a 59 83 533
a 59 86 431
a 59 90 596
a 59 91 495
a 59 93 643
a 59 95 67
a 59 97 606
a 59 99 996
a 60 1 913
a 60 2 580
a 60 4 549
a 60 5 2
a 60 6 630
a 60 7 104
a 60 8 169
a 60 9 174
a 60 12 549
a 60 14 287
a 60 15 957
a 60 17 159
a 60 18 377
a 60 19 562
a 60 21 277
a 60 22 865
a 60 24 507
a 60 26 406
a 60 28 455
a 60 30 187
a 60 31 122
a 60 32 999
a 60 33 304
a 60 39 654
a 60 42 425
a 60 43 693
a 60 44 395
a 60 46 483
a 60 47 217
a 60 49 23
a 60 50 951
a 60 53 132
a 60 55 804
a 60 56 892
a 60 58 730
a 60 63 743
a 60 65 606
a 60 69 685
a 60 70 654
a 60 72 123
a 60 73 567
a 60 81 451
a 60 84 940
a 60 85 200
a 60 86 872
a 60 88 22
a 60 89 778
a 60 93 409
a 60 96 634
a 60 97 533
a 60 100 345
a 61 1 407
a 61 3 967
a 61 4 192
a 61 5 253
a 61 6 105
a 61 7 381
a 61 10 179
a 61 11 550
a 61 12 206
a 61 16 197
a 61 18 878
a 61 21 277
a 61 23 724
a 61 29 396
a 61 30 388
a 61 36 429
a 61 37 123
a 61 43 715
a 61 45 406
a 61 50 456
a 61 52 80
a 61 54 510
a 61 57 122
a 61 60 619
a 61 63 495
a 61 65 200
a 61 68 525
a 61 69 991
a 61 70 221
a 61 72 235
a 61 73 270
a 61 76 737
a 61 77 378
a 61 78 164
a 61 79 214
a 61 80 961
a 61 82 837
a 61 86 767
a 61 87 427
a 61 88 848
a 61 93 128
a 61 94 691
a 61 97 923
a 62 2 566
a 62 4 68
a 62 8 948
a 62 13 876
a 62 15 955
a 62 16 386
a 62 19 847
a 62 21 691
a 62 26 187
a 62 27 49
a 62 28 483
a 62 29 425
a 62 30 115
a 62 32 517
a 62 33 810
a 62 37 50
a 62 40 472
a 62 43 579
a 62 45 75
a 62 47 991
a 62 48 196
a 62 52 666
a 62 54 355
a 62 57 749
a 62 58 424
a 62 59 420
a 62 60 249
a 62 61 201
a 62 63 911
a 62 64 409
a 62 65 247
a 62 67 543
a 62 68 460
a 62 72 752
a 62 75 147
a 62 76 693
a 62 77 146
a 62 81 627
a 62 84 108
a 62 85 794
a 62 86 358
a 62 89 967
a 62 91 756
a 62 92 901
a 62 96 98
a 62 97 820
a 62 98 870
a 62 99 963
a 63 3 982
a 63 5 831
a 63 8 679
a 63 9 970
a 63 13 594
a 63 15 508
a 63 19 8
a 63 23 432
a 63 26 258
a 63 27 215
a 63 29 321
a 63 31 390
a 63 32 801
a 63 33 34
a 63 34 942
a 63 38 160
a 63 40 26
a 63 44 114
a 63 45 819
a 63 47 958
a 63 50 480
a 63 53 471
a 63 58 732
a 63 59 937
a 63 60 115
a 63 67 317
a 63 68 670
a 63 70 483
a 63 71 558
a 63 72 501
a 63 73 511
a 63 75 807
a 63 77 260
a 63 79 441
a 63 83 428
a 63 84 797
a 63 86 201
a 63 90 434
a 63 93 751
a 63 98 669
a 64 3 804
a 64 4 623
a 64 5 876
a 64 6 835
a 64 8 169
a 64 11 722
a 64 13 346
a 64 14 888
a 64 16 971
a 64 19 191
a 64 21 639
a 64 24 959
a 64 25 155
a 64 26 759
a 64 29 826
a 64 31 738
a 64 32 147
a 64 33 842
a 64 36 62
a 64 43 145
a 64 45 446
a 64 48 681
a 64 49 900
a 64 50 117
a 64 55 333
a 64 56 327
a 64 63 885
a 64 65 770
a 64 67 761
a 64 68 277
a 64 70 641
a 64 72 492
a 64 74 7
a 64 76 737
a 64 77 439
a 64 78 960
a 64 84 135
a 64 85 170
a 64 86 368
a 64 88 886
a 64 89 338
a 64 92 947
a 64 95 131
a 64 96 112
a 64 97 578
a 64 98 947
a 64 99 500
a 64 100 181
a 65 3 175
a 65 4 235
a 65 6 509
a 65 9 568
a 65 10 83
a 65 11 588
a 65 12 229
a 65 13 118
a 65 15 236
a 65 16 505
a 65 20 457
a 65 21 614
a 65 27 249
a 65 30 984
a 65 34 652
a 65 37 48
a 65 38 459
a 65 41 810
a 65 44 312
a 65 46 909
a 65 48 213
a 65 50 273
a 65 51 999
a 65 52 285
a 65 56 58
a 65 57 869
a 65 58 33
a 65 60 408
a 65 61 428
a 65 64 19
a 65 66 844
a 65 67 384
a 65 69 295
a 65 70 824
a 65 72 218
a 65 73 639
a 65 76 989
a 65 78 353
a 65 79 420
a 65 81 967
a 65 82 762
a 65 83 128
a 65 84 444
a 65 86 103
a 65 87 158
a 65 88 461
a 65 89 646
a 65 90 20
a 65 91 45
a 65 96 898
a 66 1 987
a 66 2 147
a 66 3 718
a 66 5 681
a 66 7 963
a 66 11 218
a 66 12 694
a 66 15 994
a 66 16 708
a 66 17 166
a 66 18 690
a 66 19 752
a 66 20 121
a 66 21 186
a 66 23 653
a 66 25 77
a 66 27 675
a 66 28 223
a 66 29 897
a 66 31 384
a 66 32 74
a 66 33 659
a 66 35 840
a 66 38 906
a 66 40 327
a 66 42 870
a 66 43 115
a 66 44 937
a 66 46 750
a 66 47 157
a 66 48 803
a 66 49 765
a 66 51 132
a 66 52 683
a 66 56 557
a 66 57 427
a 66 58 46
a 66 60 444
a 66 61 415
a 66 62 508
a 66 65 524
a 66 67 466
a 66 69 151
a 66 70 566
a 66 73 944
a 66 74 906
a 66 75 962
a 66 76 932
a 66 85 397
a 66 86 607
a 66 88 350
a 66 90 120
a 66 91 924
a 66 92 73
a 66 94 734
a 66 96 598
a 66 97 225
a 66 99 28
a 66 100 378
a 67 1 609
a 67 8 597
a 67 10 479
a 67 15 807
a 67 16 538
a 67 18 900
a 67 20 290
a 67 21 757
a 67 22 363
a 67 23 51
a 67 24 282
a 67 25 784
a 67 26 95
a 67 28 1
a 67 29 236
a 67 30 670
a 67 31 824
a 67 34 849
a 67 36 252
a 67 38 318
a 67 39 475
a 67 44 262
a 67 49 275
a 67 52 136
a 67 56 467
a 67 57 346
a 67 62 956
a 67 63 744
a 67 65 159
a 67 71 244
a 67 72 502
a 67 73 21
a 67 75 689
a 67 78 883
a 67 79 312
a 67 80 230
a 67 81 896
a 67 82 900
a 67 83 837
a 67 90 387
a 67 91 906
a 67 92 434
a 67 94 643
a 67 95 766
a 67 96 933
a 67 97 523
a 67 98 482
a 67 99 844
a 68 1 103
a 68 2 898
a 68 5 932
a 68 6 34
a 68 9 650
a 68 10 228
a 68 13 679
a 68 14 160
a 68 15 563
a 68 16 561
a 68 18 419
a 68 19 386
a 68 20 956
a 68 22 535
a 68 23 728
a 68 26 883
a 68 28 882
a 68 30 864
a 68 31 155
a 68 32 15
a 68 35 61
a 68 38 988
a 68 39 313
a 68 43 79
a 68 46 809
a 68 47 565
a 68 51 123
a 68 53 243
a 68 57 687
a 68 58 18
a 68 59 919
a 68 60 53
a 68 61 327
a 68 62 25
a 68 64 829
a 68 65 122
a 68 66 147
a 68 67 328
a 68 70 909
a 68 71 396
a 68 77 748
a 68 78 23
a 68 84 521
a 68 88 592
a 68 89 74
a 68 90 907
a 68 91 797
a 68 94 307
a 68 95 597
a 68 96 560
a 68 97 853
a 68 98 27
a 68 100 984
a 69 4 315
a 69 5 756
a 69 6 548
a 69 8 345
a 69 10 709
a 69 11 935
a 69 12 583
a 69 13 628
a 69 17 116
a 69 20 957
a 69 23 398
a 69 24 372
a 69 29 22
a 69 30 93
a 69 31 816
a 69 33 555
a 69 34 350
a 69 36 246
a 69 39 142
a 69 41 606
a 69 43 114
a 69 44 630
a 69 48 923
a 69 49 133
a 69 50 709
a 69 55 923
a 69 56 81
a 69 58 160
a 69 59 5
a 69 63 682
a 69 66 776
a 69 70 168
a 69 72 559
a 69 74 310
a 69 75 679
a 69 76 111
a 69 77 461
a 69 78 857
a 69 79 865
a 69 80 416
a 69 81 158
a 69 84 708
a 69 85 134
a 69 87 615
a 69 88 845
a 69 90 494
a 69 92 87
a 69 95 576
a 69 96 201
a 69 97 739
a 69 98 194
a 69 100 904
a 70 1 605
a 70 3 648
a 70 4 206
a 70 7 744
a 70 8 132
a 70 11 827
a 70 15 706
a 70 17 690
a 70 18 685
a 70 20 47
a 70 21 191
a 70 22 510
a 70 24 268
a 70 26 343
a 70 28 727
a 70 29 388
a 70 30 180
a 70 32 524
a 70 33 709
a 70 35 561
a 70 37 291
a 70 39 920
a 70 41 129
a 70 44 519
a 70 45 276
a 70 48 124
a 70 49 253
a 70 51 503
a 70 52 161
a 70 55 440
a 70 59 178
a 70 60 982
a 70 61 557
a 70 62 235
a 70 65 595
a 70 66 890
a 70 67 792
a 70 69 30
a 70 71 27
a 70 72 475
a 70 73 198
a 70 75 462
a 70 78 486
a 70 79 38
a 70 80 683
a 70 81 284
a 70 82 63
a 70 84 590
a 70 85 406
a 70 90 38
a 70 91 345
a 70 93 368
a 70 94 942
a 70 96 779
a 70 98 262
a 71 1 679
a 71 5 696
a 71 7 842
a 71 13 531
a 71 15 515
a 71 16 449
a 71 18 833
a 71 19 348
a 71 20 346
a 71 22 446
a 71 23 846
a 71 27 498
a 71 33 38
a 71 34 212
a 71 35 727
a 71 36 672
a 71 37 910
a 71 38 832
a 71 39 116
a 71 40 159
a 71 41 264
a 71 42 914
a 71 44 600
a 71 45 272
a 71 47 966
a 71 48 655
a 71 50 49
a 71 51 861
a 71 53 125
a 71 54 93
a 71 55 221
a 71 58 780
a 71 60 506
a 71 61 685
a 71 67 206
a 71 70 309
a 71 79 854
a 71 81 456
a 71 82 772
a 71 85 807
a 71 86 923
a 71 87 103
a 71 90 639
a 71 91 934
a 71 92 723
a 71 95 513
a 71 99 433
a 71 100 774
a 72 1 803
a 72 3 398
a 72 4 799
a 72 7 861
a 72 8 671
